26.88333051,-1.03157266,35.84851427
26.88379287,3.14119986,35.84851421
26.23260871,7.31716841,35.84851411
24.94775900,11.40300624,35.84851413
23.02843126,15.31081503,35.84851412
20.48828659,18.92305060,35.84851417
17.35220396,22.11924644,35.84851422
13.68145414,24.76758197,35.84851416
9.56797149,26.75582416,35.84851409
5.13347837,28.01411986,35.84851409
0.53799482,28.49130231,35.84851411
-4.09740230,28.18883711,35.84851416
-8.62290094,27.13762176,35.84851419
-12.92893657,25.37560609,35.84851424
-16.88570693,22.95768933,35.84851423
-20.41293972,19.91751663,35.84851424
-23.36270899,16.32968638,35.84851427
-25.62065381,12.28887368,35.84851428
-27.09569042,7.94963994,35.84851428
-27.76979616,3.44728522,35.84851429
-27.66021847,-1.03188792,35.84851427
-26.82325129,-5.36242389,35.84851428
-25.30768959,-9.43178896,35.84851426
-23.18450902,-13.11328292,35.84851424
-20.54433709,-16.34120026,35.84851426
-17.48343083,-19.04833227,35.84851427
-14.10140193,-21.17513232,35.84851427
-10.51050246,-22.70802638,35.84851423
-6.81767867,-23.67652072,35.84851423
-3.12816093,-24.12177911,35.84851419
0.52946689,-24.10575441,35.84851423
4.11572208,-23.66140126,35.84851422
7.61590234,-22.83770420,35.84851423
11.02613699,-21.63452013,35.84851426
14.33977362,-20.02448504,35.84851426
17.48528007,-17.98706117,35.84851432
20.39765859,-15.45232973,35.84851434
22.90328158,-12.42774962,35.84851432
24.87931239,-8.93570008,35.84851429
26.21463081,-5.10425690,35.84851428
27.05903737,-1.03988260,32.08054780
27.10603746,3.17821797,32.08053409
26.51864488,7.41310180,32.08117513
25.27878532,11.58110060,32.08053520
23.37749592,15.57877278,32.07990434
20.82428473,19.25430990,32.07968038
17.63605561,22.50873480,32.07909291
13.89799563,25.20233054,32.07951994
9.70915989,27.22664340,32.08028502
5.20593536,28.49828291,32.08019801
0.53773953,28.98088306,32.08051508
-4.16171337,28.63434344,32.08024529
-8.75013627,27.51455290,32.08071494
-13.10138617,25.71983084,32.08086039
-17.09256399,23.23133048,32.07975774
-20.61788611,20.12263548,32.07998529
-23.57681519,16.49432090,32.08037734
-25.86588940,12.41287181,32.07987420
-27.36775438,8.02829204,32.08041858
-28.08273552,3.50170636,32.08081541
-28.03756604,-1.02349327,32.08068607
-27.23043327,-5.42535349,32.08065859
-25.68147888,-9.55381003,32.08055507
-23.51581130,-13.28594707,32.08080788
-20.82112863,-16.56093011,32.08059884
-17.69807661,-19.25588569,32.07980526
-14.23916443,-21.36811487,32.07967397
-10.59958153,-22.86365493,32.07938291
-6.85508627,-23.78317321,32.08041174
-3.14145061,-24.19584298,32.08080350
0.53453037,-24.17278513,32.07954113
4.13202940,-23.71970756,32.07984724
7.63671487,-22.85685127,32.08022549
11.04627833,-21.64750329,32.08030604
14.36163273,-20.06531274,32.08011840
17.50612558,-18.01154761,32.07961787
20.40800729,-15.48370426,32.08010278
22.93176112,-12.44877394,32.08132299
24.93495304,-8.95677731,32.08049660
26.32937549,-5.11868741,32.08016791
27.08228289,-1.02554714,28.31243633
27.18074544,3.18679706,28.31254666
26.64266160,7.44732054,28.31206848
25.44430707,11.65175310,28.31105848
23.56726751,15.69645054,28.31143616
21.00732097,19.44143572,28.31164423
17.80160021,22.74665038,28.31156357
14.03405600,25.47751721,28.31136959
9.81621520,27.52745848,28.31118743
5.26445549,28.81762914,28.31163087
0.54037070,29.30488973,28.31181754
-4.21086763,28.96024429,28.31141420
-8.84504846,27.83127763,28.31123234
-13.24149840,26.00598910,28.31166164
-17.26959990,23.46691382,28.31151776
